cella#1	0	0	5	5	0.00000610388817676860
cella#2	5	0	5	5	0.00000610388817676860
cella#3	10	0	5	5	0.00000610388817676860
cella#4	15	0	5	5	0.00000610388817676860
cella#5	20	0	5	5	0.00000610388817676860
cella#6	25	0	5	5	0.00000610388817676860
cella#7	30	0	5	5	0.00000610388817676860
cella#8	35	0	5	5	0.00000610388817676860
cella#9	40	0	5	5	0.00000610388817676860
cella#10	45	0	5	5	0.00000610388817676860
cella#11	50	0	5	5	0.00000610388817676860
cella#12	55	0	5	5	0.00000610388817676860
cella#13	60	0	5	5	0.00000610388817676860
cella#14	65	0	5	5	0.00000610388817676860
cella#15	70	0	5	5	0.00000610388817676860
cella#16	75	0	5	5	0.00000610388817676860
cella#17	80	0	5	5	0.00000610388817676860
cella#18	85	0	5	5	0.00000610388817676860
cella#19	90	0	5	5	0.00000610388817676860
cella#20	95	0	5	5	0.00000610388817676860
cella#21	100	0	5	5	0.00000610388817676860
cella#22	105	0	5	5	0.00000610388817676860
cella#23	110	0	5	5	0.00000610388817676860
cella#24	115	0	5	5	0.00000610388817676860
cella#25	120	0	5	5	0.00000610388817676860
cella#26	125	0	5	5	0.00000610388817676860
cella#27	130	0	5	5	0.00000610388817676860
cella#28	135	0	5	5	0.00000610388817676860
cella#29	140	0	5	5	0.00000610388817676860
cella#30	145	0	5	5	0.00003561929523518600
cella#31	150	0	5	5	0.00000610388817676860
cella#32	155	0	5	5	0.00000610388817676860
cella#33	160	0	5	5	0.00000610388817676860
cella#34	165	0	5	5	0.00000610388817676860
cella#35	170	0	5	5	0.00000610388817676860
cella#36	175	0	5	5	0.00000610388817676860
cella#37	180	0	5	5	0.00000610388817676860
cella#38	185	0	5	5	0.00000610388817676860
cella#39	190	0	5	5	0.00000610388817676860
cella#40	195	0	5	5	0.00000610388817676860
cella#41	200	0	5	5	0.00000610388817676860
cella#42	205	0	5	5	0.00000610388817676860
cella#43	0	5	5	5	0.00000610388817676860
cella#44	5	5	5	5	0.00000610388817676860
cella#45	10	5	5	5	0.00000610388817676860
cella#46	15	5	5	5	0.00000610388817676860
cella#47	20	5	5	5	0.00000610388817676860
cella#48	25	5	5	5	0.00000610388817676860
cella#49	30	5	5	5	0.00000610388817676860
cella#50	35	5	5	5	0.00000610388817676860
cella#51	40	5	5	5	0.00000610388817676860
cella#52	45	5	5	5	0.00000610388817676860
cella#53	50	5	5	5	0.00000610388817676860
cella#54	55	5	5	5	0.00000610388817676860
cella#55	60	5	5	5	0.00000610388817676860
cella#56	65	5	5	5	0.00000610388817676860
cella#57	70	5	5	5	0.00000610388817676860
cella#58	75	5	5	5	0.00000610388817676860
cella#59	80	5	5	5	0.00000610388817676860
cella#60	85	5	5	5	0.00000610388817676860
cella#61	90	5	5	5	0.00000610388817676860
cella#62	95	5	5	5	0.00000610388817676860
cella#63	100	5	5	5	0.00000610388817676860
cella#64	105	5	5	5	0.00000610388817676860
cella#65	110	5	5	5	0.00000610388817676860
cella#66	115	5	5	5	0.00000610388817676860
cella#67	120	5	5	5	0.00000610388817676860
cella#68	125	5	5	5	0.00000610388817676860
cella#69	130	5	5	5	0.00000610388817676860
cella#70	135	5	5	5	0.00000610388817676860
cella#71	140	5	5	5	0.00000610388817676860
cella#72	145	5	5	5	0.00009665817700287200
cella#73	150	5	5	5	0.00000610388817676860
cella#74	155	5	5	5	0.00000610388817676860
cella#75	160	5	5	5	0.00000610388817676860
cella#76	165	5	5	5	0.00000610388817676860
cella#77	170	5	5	5	0.00000610388817676860
cella#78	175	5	5	5	0.00000610388817676860
cella#79	180	5	5	5	0.00000610388817676860
cella#80	185	5	5	5	0.00000610388817676860
cella#81	190	5	5	5	0.00000610388817676860
cella#82	195	5	5	5	0.00000610388817676860
cella#83	200	5	5	5	0.00000610388817676860
cella#84	205	5	5	5	0.00000610388817676860
cella#85	0	10	5	5	0.00000610388817676860
cella#86	5	10	5	5	0.00000610388817676860
cella#87	10	10	5	5	0.00000610388817676860
cella#88	15	10	5	5	0.00000610388817676860
cella#89	20	10	5	5	0.00000610388817676860
